,0
2597,1040
2598,52
2599,3283
2600,1544
2601,856
2602,3421
2603,840
2604,2260
2605,1913
2606,439
2607,3433
2608,1107
2609,3901
2610,917
2611,1642
2612,1134
2613,1920
2614,1716
2615,2258
2616,467
2617,3027
2618,771
2619,3235
2620,4269
2621,432
2622,1133
2623,1109
2624,2109
2625,1972
2626,2333
2627,1900
2628,540
2629,529
2630,3207
2631,2135
2632,2117
2633,235
2634,3820
2635,3360
2636,3842
2637,1859
2638,1950
2639,207
2640,1674
2641,1711
2642,1591
2643,3496
2644,4345
2645,3337
2646,1044
2647,801
2648,388
2649,280
2650,255
2651,3533
2652,1589
2653,40
2654,2837
2655,2278
2656,538
2657,2243
2658,2264
2659,1919
2660,2972
2661,2311
2662,2896
2663,2063
2664,3577
2665,3250
2666,1265
2667,321
2668,2980
2669,3551
2670,2964
2671,3008
2672,809
2673,2826
2674,1777
2675,579
2676,3388
2677,1129
2678,2336
2679,2845
2680,3615
2681,931
2682,4031
2683,1439
2684,1559
2685,3052
2686,1514
2687,1798
2688,2560
2689,4277
2690,1128
2691,303
2692,2619
2693,1014
2694,4267
2695,2509
2696,4203
2697,1071
2698,3998
2699,51
2700,2565
2701,1964
2702,1104
2703,1853
2704,2359
2705,2149
2706,3711
2707,367
2708,3647
2709,3602
2710,1573
2711,16
2712,3394
2713,4356
2714,1701
2715,1211
2716,3594
2717,2374
2718,2677
2719,2868
2720,4127
2721,2985
2722,2480
2723,4197
2724,2052
2725,3597
2726,532
2727,1918
2728,3504
2729,1851
2730,2586
2731,28
2732,2452
2733,3033
2734,3837
2735,961
2736,3704
2737,612
2738,2254
2739,800
2740,3339
2741,372
2742,414
2743,3191
2744,914
2745,139
2746,877
2747,3683
2748,2347
2749,2080
2750,58
2751,1911
2752,55
2753,3622
2754,2924
2755,1050
2756,1500
2757,168
2758,4358
2759,1710
2760,4011
2761,3240
2762,3960
2763,1749
2764,4130
2765,3086
2766,3248
2767,92
2768,3026
2769,1383
2770,2583
2771,2335
2772,1975
2773,1098
2774,3548
2775,589
2776,1763
2777,2496
2778,3490
2779,4337
2780,973
2781,3350
2782,4328
2783,867
2784,1010
2785,1640
2786,2702
2787,2794
2788,858
2789,140
2790,3880
2791,249
2792,980
2793,2976
2794,2391
2795,187
2796,520
2797,3783
2798,23
2799,4167
2800,384
2801,512
2802,4330
2803,470
2804,2995
2805,1294
2806,1502
2807,2519
2808,2517
2809,1811
2810,4146
2811,4114
2812,4288
2813,395
2814,4033
2815,2099
2816,2603
2817,1601
2818,180
2819,2798
2820,3530
2821,2879
2822,2275
2823,3137
2824,364
2825,2729
2826,2641
2827,489
2828,1354
2829,3373
2830,1371
2831,3875
2832,4077
2833,1465
2834,2144
2835,1727
2836,1111
2837,769
2838,1264
2839,4054
2840,2198
2841,2737
2842,2663
2843,1981
2844,3703
2845,1685
2846,3971
2847,595
2848,4336
2849,1260
2850,217
2851,4339
2852,3274
2853,1607
2854,3691
2855,1924
2856,3290
2857,1753
2858,3636
2859,3617
2860,2234
2861,1837
2862,128
2863,1603
2864,2232
2865,3213
2866,2133
2867,659
2868,1138
2869,2547
2870,2296
2871,590
2872,2330
2873,4195
2874,3993
2875,2078
2876,655
2877,2526
2878,4219
2879,2077
2880,627
2881,2255
2882,2087
2883,1409
2884,2394
2885,547
2886,2854
2887,3874
2888,591
2889,3456
2890,337
2891,759
2892,2212
2893,1578
2894,3513
2895,1090
2896,4035
2897,401
2898,1928
2899,3685
2900,4088
2901,2211
2902,1136
2903,2246
2904,1112
2905,2825
2906,4256
2907,3221
2908,3593
2909,952
2910,370
2911,2872
2912,2969
2913,3506
2914,1059
2915,4290
2916,2594
2917,1037
2918,698
2919,1419
2920,827
2921,461
2922,3019
2923,3089
2924,399
2925,988
2926,75
2927,4109
2928,149
2929,1949
2930,240
2931,3754
2932,2675
2933,1768
2934,2314
2935,3567
2936,2048
2937,1221
2938,1963
2939,654
2940,3313
2941,1655
2942,3613
2943,2366
2944,1305
2945,3273
2946,1761
2947,1904
2948,1802
2949,3143
2950,3241
2951,919
2952,1088
2953,1992
2954,2557
2955,2827
2956,1850
2957,2838
2958,1095
2959,2543
2960,974
2961,2497
2962,4191
2963,4020
2964,2209
2965,1236
2966,2820
2967,2859
2968,536
2969,3523
2970,3912
2971,4171
2972,310
2973,1618
2974,1455
2975,178
2976,4189
2977,1855
2978,4028
2979,1522
2980,2510
2981,3485
2982,1717
2983,2918
2984,1287
2985,2650
2986,2768
2987,2740
2988,324
2989,3727
2990,539
2991,215
2992,1676
2993,3846
2994,699
2995,764
2996,3264
2997,4074
2998,4210
2999,3399
3000,1206
3001,1641
3002,151
3003,3150
3004,188
3005,66
3006,829
3007,2348
3008,2883
3009,3144
3010,1362
3011,3326
3012,3818
3013,2523
3014,1309
3015,438
3016,34
3017,983
3018,506
3019,814
3020,4002
3021,1577
3022,2602
3023,2298
3024,3585
3025,1696
3026,3568
3027,2441
3028,3570
3029,481
3030,1960
3031,2850
3032,351
3033,3164
3034,2267
3035,703
3036,3831
3037,3856
3038,1471
3039,3918
3040,1198
3041,1568
3042,2522
3043,4003
3044,3760
3045,3561
3046,2420
3047,2681
3048,3189
3049,2444
3050,95
3051,411
3052,1441
3053,865
3054,985
3055,678
