,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,Salary,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PaytoEffortRatio,SatisfactionRatio,DevelopmentRatio,FlightRatio,AgeGroup
1104,1117,58,0,Travel_Rarely,Sales,3.106855,3,Marketing,Male,5,Sales Representative,Married,30011.83803576,4.0,21,1,29.0,3,1,0,0,9.769775769745555,10.614166666666666,2432.6741666666667,1.119716721985278,3,4.0,4.0,2.0,3,4,12.336974037457406,3.2754078245168783,9.0,0.0344827586206896,54-59
1105,1118,32,1,Travel_Frequently,Research & Development,5.592339,3,Life Sciences,Male,2,Laboratory Technician,Single,267375.6601236,3.0,17,1,8.0,2,4,0,3,9.646204819276944,10.851666666666668,2401.905,2.375548083443612,14,1.0,3.0,3.0,3,3,111.31816625703348,0.9330094237698986,5.0,0.375,30-35
1106,1119,38,0,Travel_Rarely,Research & Development,1.864113,4,Life Sciences,Female,1,Sales Representative,Divorced,62559.495255600006,2.0,21,1,10.0,1,5,0,3,7.191980142793335,8.48,1790.8030555555556,1.7849366485805556,14,2.0,4.0,4.0,3,4,34.93376620143881,4.449400493974575,3.0,0.1,36-41
1107,1120,49,0,Travel_Frequently,Sales,6.835081,4,Life Sciences,Male,2,Research Scientist,Married,48849.35197464,3.0,11,1,28.0,4,5,4,3,5.9315863453813895,7.432777777777778,1476.965,1.4851299049483335,14,2.0,4.0,3.0,2,3,33.07414324282566,4.0461351487680055,1.4,0.0535714285714285,48-53
1108,1121,42,0,Travel_Rarely,Sales,0.621371,3,Life Sciences,Female,1,Sales Executive,Divorced,33049.24782768,3.0,12,1,14.0,3,0,0,0,8.492295850066668,9.592777777777778,2114.581666666667,1.3695566229247222,6,2.0,4.0,3.0,3,3,15.62921326173104,2.826090897411633,5.0,0.1071428571428571,42-47
1109,1122,27,1,Travel_Frequently,Sales,4.970968,1,Life Sciences,Male,4,Laboratory Technician,Married,142549.26413363998,1.0,13,1,1.0,2,1,0,0,6.293200580098056,7.271944444444444,1567.0069444444443,1.1913175090305557,8,1.0,2.0,3.0,3,3,90.9691336334048,0.9534099419895674,7.0,1.0,24-29
1110,1123,35,0,Travel_Rarely,Research & Development,15.534275,1,Medical,Male,1,Sales Executive,Married,75377.9219004,0.0,18,0,6.0,4,5,0,4,6.426741410084722,7.305833333333333,1600.2586111111111,1.1278567219944444,7,2.0,1.0,1.0,3,3,47.10358774327275,0.3111997001873511,5.0,0.0,30-35
1111,1124,28,0,Non-Travel,Research & Development,13.048791,1,Medical,Male,3,Research Scientist,Single,111158.05192632,1.0,16,2,5.0,2,5,1,4,6.210493083444723,7.366944444444444,1546.4127777777778,1.7106626397697222,17,3.0,3.0,2.0,3,3,71.8812295938579,2.8983205935745264,3.5,0.0666666666666666,24-29
1112,1125,31,0,Non-Travel,Sales,14.291533,1,Medical,Male,1,Sales Executive,Divorced,53879.19112548001,1.0,11,1,4.0,4,4,2,3,9.73416331994639,10.87888888888889,2423.806666666667,0.9230399972752776,2,3.0,1.0,4.0,4,3,22.2291620311356,1.2327715906934351,2.0,0.0833333333333333,30-35
1113,1126,36,0,Non-Travel,Research & Development,0.621371,3,Life Sciences,Male,2,Research Scientist,Married,39542.05958472,1.0,19,2,5.0,5,5,0,2,6.902014725568889,7.723888888888889,1718.6016666666667,1.2084936553022223,7,1.0,2.0,3.0,1,3,23.00827489677364,0.8693113878434182,9.0,0.2,36-41
1114,1127,34,0,Travel_Rarely,Sales,1.242742,3,Marketing,Male,4,Healthcare Representative,Single,65415.7751058,1.0,16,1,14.0,2,14,2,1,5.661854082998612,6.8069444444444445,1409.8016666666667,1.4642232691047223,15,1.0,4.0,2.0,3,3,46.40069355320665,1.4129647078017007,2.333333333333333,0.0714285714285714,30-35
1115,1128,34,0,Travel_Rarely,Research & Development,11.806049,3,Technical Degree,Female,1,Research Director,Divorced,46522.52887716,1.0,16,0,9.0,2,8,1,1,6.4742447568047226,7.682777777777778,1612.0869444444445,1.4908864215655555,12,4.0,3.0,2.0,2,3,28.858573067343176,3.706996090126948,1.5,0.0277777777777777,30-35
1116,1129,26,0,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,Male,2,Research Scientist,Single,28980.7906752,0.0,13,0,8.0,6,7,7,6,6.580775323516112,7.523055555555556,1638.6130555555555,1.1566692553016669,7,3.0,1.0,2.0,4,3,17.686170982797613,0.9117466719398948,1.0,0.0,24-29
1117,1130,29,0,Travel_Rarely,Research & Development,1.242742,4,Other,Male,2,Laboratory Technician,Married,29203.71983424,0.0,22,0,6.0,2,5,0,2,7.441870816599723,8.384444444444446,1853.025833333333,1.4725259254383334,9,1.0,1.0,2.0,4,4,15.760017647302094,0.268749626174487,4.0,0.0,24-29
1118,1131,32,0,Non-Travel,Research & Development,1.864113,1,Life Sciences,Male,3,Manager,Divorced,86510.44677995998,5.0,17,1,9.0,5,5,1,2,6.460208612226667,7.69,1608.5919444444444,0.9748661078661112,5,3.0,4.0,3.0,4,3,53.780231262962026,5.572575463254542,4.5,0.1851851851851851,30-35
1119,1132,31,0,Travel_Frequently,Research & Development,15.534275,5,Technical Degree,Female,2,Human Resources,Married,251645.22133884003,1.0,14,1,10.0,2,10,8,7,6.587740963855278,7.7825,1640.3475,1.512376003148889,12,4.0,1.0,3.0,3,3,153.40970211424104,1.821565247607635,0.5555555555555556,0.025,30-35
1120,1133,28,1,Travel_Rarely,Sales,4.349597,5,Life Sciences,Female,2,Sales Representative,Divorced,238575.99939012,5.0,15,1,6.0,2,4,0,3,5.761482597054723,7.314166666666667,1434.6091666666666,1.8225371859375,22,3.0,4.0,2.0,2,3,166.30034502320552,4.165594462138761,5.0,0.2777777777777778,24-29
1121,1134,38,0,Travel_Rarely,Research & Development,5.592339,2,Technical Degree,Male,3,Sales Representative,Single,33049.24782768,4.0,12,0,20.0,3,1,0,0,7.006826193663335,8.022777777777778,1744.699722222222,1.1408419506358334,6,1.0,1.0,2.0,2,3,18.94265666849835,0.285435937002221,6.0,0.2,36-41
1122,1135,35,0,Travel_Rarely,Research & Development,3.106855,3,Life Sciences,Male,2,Sales Representative,Married,68035.19272452,1.0,18,1,10.0,1,10,0,9,8.142954038375557,9.510555555555555,2027.595555555556,2.3596562789258333,19,3.0,4.0,3.0,1,3,33.55461721057015,4.421000024111847,4.0,0.0333333333333333,30-35
1123,1136,27,0,Travel_Rarely,Sales,1.242742,3,Life Sciences,Female,1,Manager,Single,54394.71480576,1.0,15,0,7.0,2,7,0,7,7.701014056224722,8.728611111111112,1917.5525,1.245977042678889,6,4.0,4.0,3.0,3,3,28.36674083539303,6.232945382199588,3.0,0.0357142857142857,24-29
1124,1137,32,0,Travel_Rarely,Research & Development,4.970968,1,Medical,Female,2,Research Scientist,Single,64468.32617988001,8.0,17,1,8.0,2,1,0,0,7.0935899152163895,8.019444444444444,1766.3038888888889,1.2422122509330558,7,4.0,4.0,3.0,2,3,36.49900030534069,6.766672527408961,5.0,0.25,30-35
1125,1138,31,1,Travel_Frequently,Research & Development,1.242742,1,Other,Male,3,Sales Executive,Married,98841.21588936,1.0,14,1,10.0,2,10,0,8,9.61327867023639,11.135277777777778,2393.706388888889,2.623260537943889,17,1.0,4.0,3.0,3,3,41.29212185260538,1.248273394711122,6.0,0.1,30-35
1126,1139,53,1,Travel_Rarely,Research & Development,11.184678,3,Medical,Male,1,Research Scientist,Single,47692.90696212,6.0,15,1,15.0,4,2,2,2,10.634371932173057,11.794722222222225,2647.958611111111,1.393138898236389,4,1.0,1.0,2.0,3,3,18.01119804591944,0.1880694048276826,2.0,0.4,48-53
1127,1140,54,0,Travel_Rarely,Research & Development,8.699194,3,Other,Male,3,Research Scientist,Married,92989.32546456,3.0,17,1,9.0,2,4,2,3,7.293974788040834,8.696944444444446,1816.199722222222,2.124984981849167,19,1.0,3.0,2.0,3,3,51.19994476751839,0.8225967561387203,2.0,0.3333333333333333,54-59
1128,1141,33,0,Travel_Frequently,Research & Development,1.242742,4,Medical,Female,4,Sales Executive,Divorced,235190.2627872,1.0,14,3,9.0,2,9,2,8,7.645087014725556,8.624722222222223,1903.6266666666668,1.4295084707530556,8,4.0,3.0,3.0,3,3,123.54852288291822,4.708906508278942,3.0,0.0277777777777777,30-35
1129,1142,43,0,Travel_Rarely,Research & Development,1.864113,3,Medical,Male,1,Research Scientist,Married,126707.36076936,1.0,12,1,10.0,0,10,0,9,7.329946452476389,8.109444444444444,1825.1566666666668,1.0869539767116667,5,1.0,3.0,3.0,3,3,69.42273125559632,1.227839801880052,2.0,0.1,42-47
1130,1143,38,0,Travel_Frequently,Research & Development,1.242742,5,Medical,Female,4,Sales Executive,Married,117678.72982824,0.0,14,0,7.0,3,6,1,2,7.350915885765278,8.626666666666667,1830.378055555556,2.1367612518025,19,4.0,2.0,3.0,2,3,64.29203490014645,3.264899282343161,3.5,0.0,36-41
1131,1144,55,0,Travel_Rarely,Sales,5.592339,3,Marketing,Male,2,Laboratory Technician,Married,166026.49119504,4.0,15,1,35.0,3,10,1,4,7.726300758589723,8.932500000000001,1923.848888888889,1.9108168210325,14,3.0,2.0,3.0,2,3,86.29913303166337,2.3297048047202256,3.0,0.0380952380952381,54-59
1132,1145,31,0,Travel_Rarely,Sales,3.728226,3,Other,Male,1,Manufacturing Director,Divorced,63172.55044296,1.0,13,0,1.0,2,1,0,0,10.500982820169446,11.751944444444444,2614.744722222222,1.812835409053889,7,4.0,4.0,3.0,3,3,24.16012160042562,4.571000716981029,3.0,0.25,30-35
1133,1146,39,0,Travel_Rarely,Research & Development,2.485484,3,Life Sciences,Male,2,Sales Executive,Single,137268.62967888,0.0,12,1,21.0,5,20,11,10,5.600008924587223,6.972222222222222,1394.4022222222222,1.6829648333805558,20,2.0,1.0,3.0,2,3,98.44263548298036,1.071426863920982,0.6666666666666666,0.0,36-41
1134,1147,42,0,Non-Travel,Research & Development,6.21371,4,Life Sciences,Female,2,Research Scientist,Single,85702.32857844,1.0,13,1,20.0,3,20,3,7,6.061619812583611,7.363888888888889,1509.3433333333332,1.8169585218222224,20,4.0,3.0,3.0,3,3,56.78120192121519,5.939006587853934,1.5,0.0125,42-47
1135,1148,31,0,Non-Travel,Research & Development,8.699194,2,Life Sciences,Male,2,Healthcare Representative,Married,32073.93275688,4.0,14,0,13.0,3,11,4,8,5.834030566711112,6.871944444444445,1452.673611111111,1.2912941807197222,11,3.0,3.0,4.0,3,3,22.079242378711285,6.170691015130336,1.0,0.1025641025641025,30-35
1136,1149,54,0,Travel_Rarely,Research & Development,0.621371,3,Medical,Female,2,Human Resources,Single,32909.91710328,6.0,13,1,9.0,2,5,1,4,10.385687193217224,11.306111111111113,2586.036111111111,1.1868595977616667,3,3.0,1.0,3.0,4,3,12.726008334485318,0.866577226192389,2.5,0.2222222222222222,54-59
1137,1150,24,0,Travel_Rarely,Research & Development,3.106855,4,Other,Male,1,Manufacturing Director,Single,248858.60685084,1.0,11,2,4.0,5,4,1,2,6.655082552431945,7.655277777777778,1657.1155555555556,1.245314103,8,2.0,3.0,2.0,1,3,150.17577139779428,1.803133155067307,4.0,0.125,24-29
1138,1151,23,0,Travel_Rarely,Research & Development,4.349597,3,Life Sciences,Male,2,Research Scientist,Single,267333.86090628,1.0,11,1,5.0,2,5,1,4,6.657226684515834,7.754444444444444,1657.6494444444445,1.5268697843433334,12,4.0,4.0,4.0,3,3,161.2728564548073,9.613612850056432,2.5,0.05,18-23
1139,1152,40,0,Travel_Frequently,Research & Development,13.048791,3,Medical,Female,3,Research Scientist,Married,274718.38929948,1.0,21,0,10.0,1,10,9,4,7.560360330209723,8.47888888888889,1882.5297222222223,1.4086512782844445,8,4.0,3.0,4.0,2,4,145.93043926827892,6.348903743145863,0.4,0.025,36-41
1140,1153,40,0,Travel_Rarely,Research & Development,4.970968,1,Medical,Female,5,Research Scientist,Married,49378.80872736,3.0,18,3,15.0,3,11,5,10,5.937619366354167,7.043333333333333,1478.4672222222223,1.191645174283889,9,2.0,2.0,3.0,2,3,33.398649618447934,2.021012001543688,1.8333333333333333,0.1,36-41
1141,1154,25,0,Travel_Rarely,Sales,12.42742,5,Medical,Female,2,Laboratory Technician,Married,118431.11574,4.0,12,0,6.0,2,2,1,2,5.660235385988334,7.2075,1409.3986111111112,1.7869103598661111,22,3.0,2.0,3.0,3,3,84.02953912848959,3.180079762152333,2.0,0.2222222222222222,24-29
1142,1155,30,0,Travel_Rarely,Human Resources,12.42742,4,Life Sciences,Male,2,Research Scientist,Married,64942.05064284001,1.0,11,0,12.0,3,12,1,7,5.520288933511667,6.828055555555555,1374.5519444444444,1.7870450159375002,23,4.0,2.0,2.0,2,3,47.24597779321303,2.898399013658473,2.5,0.0208333333333333,30-35
1143,1156,25,0,Travel_Rarely,Research & Development,4.349597,2,Medical,Male,5,Sales Executive,Divorced,57167.39622132,6.0,15,1,7.0,2,2,0,2,9.53908634538139,10.864166666666666,2375.2325,2.5200688119322225,16,4.0,3.0,2.0,3,3,24.06812647659545,2.5159642266599525,8.0,0.2142857142857142,24-29
1144,1157,47,0,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,Male,2,Sales Executive,Single,59201.62479756,2.0,13,1,25.0,2,17,12,11,7.247347166443333,8.69888888888889,1804.5894444444448,1.9893453224825,17,1.0,3.0,3.0,2,3,32.80614600723525,1.2418337073283587,0.3846153846153846,0.08,42-47
1145,1158,33,0,Non-Travel,Research & Development,0.621371,3,Life Sciences,Male,2,Research Scientist,Divorced,195425.27404344,1.0,12,0,1.0,4,1,0,0,5.7503859883977775,7.076111111111112,1431.8461111111112,1.5866019217130558,17,2.0,3.0,2.0,3,3,136.48483068602266,2.0868164370551314,6.0,0.5,30-35
1146,1159,38,0,Travel_Rarely,Research & Development,11.806049,3,Life Sciences,Female,2,Sales Executive,Married,96040.66832892,0.0,17,0,16.0,3,15,5,8,7.460047969656389,8.687222222222223,1857.5519444444444,1.848436040714167,14,4.0,2.0,3.0,3,3,51.70281704162183,3.217137489949069,0.8333333333333334,0.0,36-41
1147,1160,31,0,Travel_Rarely,Research & Development,6.21371,4,Medical,Female,3,Sales Executive,Married,85340.068695,0.0,13,1,3.0,3,2,1,2,6.632880410530833,7.878333333333333,1651.5872222222222,1.9296613223822223,19,1.0,3.0,3.0,3,3,51.67154816091053,1.3568765668850231,3.5,0.0,30-35
1148,1161,38,0,Travel_Frequently,Research & Development,0.621371,4,Other,Male,2,Research Scientist,Married,51120.44278236,2.0,19,0,10.0,2,8,7,7,6.326625390450556,7.360833333333333,1575.3297222222222,1.1177305143602778,7,1.0,3.0,3.0,3,3,32.450630532284684,1.4225593336986018,0.5,0.2,36-41
1149,1162,42,0,Travel_Rarely,Research & Development,3.728226,3,Medical,Male,2,Laboratory Technician,Divorced,139442.18897952,6.0,19,1,9.0,3,4,1,2,9.57176372155278,10.594444444444443,2383.369166666667,1.4034097323144443,5,4.0,1.0,2.0,1,3,58.50633251857541,0.8357916297062752,3.0,0.1666666666666666,42-47
1150,1163,41,0,Travel_Rarely,Sales,1.242742,2,Medical,Male,1,Healthcare Representative,Married,33258.24391428,3.0,17,1,12.0,1,5,1,0,7.2349910754125,8.513611111111112,1801.5127777777773,1.857298315323333,15,4.0,4.0,3.0,1,3,18.46128671665881,6.634424216931505,1.5,0.0625,36-41
1151,1164,47,0,Non-Travel,Research & Development,13.048791,2,Medical,Male,1,Sales Executive,Married,64635.52304916,0.0,11,1,14.0,2,13,5,12,7.024934181168889,8.009444444444444,1749.2086111111112,1.238774070823611,7,3.0,2.0,1.0,2,3,36.95129479616672,0.8541005289535185,0.6666666666666666,0.0,42-47
1152,1165,35,0,Travel_Rarely,Research & Development,2.485484,3,Life Sciences,Male,2,Healthcare Representative,Married,110043.40613112,7.0,15,0,5.0,2,2,2,2,9.855880187416112,11.189722222222224,2454.1141666666667,2.337645626273334,13,4.0,3.0,3.0,2,3,44.84037769138831,3.652641805240737,1.3333333333333333,0.35,30-35
1153,1166,22,0,Travel_Rarely,Human Resources,7.456452,1,Human Resources,Male,2,Sales Executive,Single,35306.40556296,0.0,11,0,4.0,1,3,1,2,5.86041499330639,7.229722222222223,1459.243333333333,1.8057826618475,21,4.0,3.0,4.0,3,3,24.195008986136653,8.190546242002371,1.5,0.0,18-23
1154,1167,35,0,Travel_Rarely,Research & Development,5.592339,3,Medical,Female,2,Sales Executive,Single,183108.43800648,1.0,25,2,10.0,4,10,0,8,7.747697456492501,8.914722222222224,1929.1766666666667,1.445654670665,8,2.0,3.0,3.0,3,4,94.9153289951741,2.3232708944921643,8.0,0.05,30-35
1155,1168,33,0,Travel_Rarely,Sales,1.864113,4,Medical,Male,3,Healthcare Representative,Married,22446.17970084,0.0,14,0,10.0,2,9,8,1,8.8111869701025,9.779444444444444,2193.985555555556,1.6308225978400002,8,2.0,4.0,3.0,2,3,10.230778249201476,2.72381009294606,0.5555555555555556,0.0,30-35
1156,1169,32,0,Travel_Rarely,Research & Development,1.864113,2,Technical Degree,Male,3,Manufacturing Director,Single,74723.06749572,1.0,13,0,6.0,4,6,4,1,6.846163543061111,7.957777777777777,1704.6947222222225,1.0297321094627778,5,3.0,2.0,3.0,3,3,43.83369439796926,2.62920975912762,1.4,0.0555555555555555,30-35
1157,1170,40,0,Travel_Rarely,Research & Development,0.621371,4,Medical,Male,2,Research Director,Married,70654.61034324,8.0,17,1,8.0,3,1,0,0,5.644827086122223,6.873611111111111,1405.5619444444444,1.7385489153755556,21,1.0,4.0,2.0,2,3,50.26787373015182,1.417226759641222,6.0,1.0,36-41
1158,1171,32,0,Travel_Rarely,Research & Development,0.621371,2,Medical,Male,3,Sales Executive,Married,190813.4270658,0.0,13,0,3.0,3,2,2,2,5.720210843373334,6.9094444444444445,1424.3325,1.3177415984866667,12,2.0,2.0,3.0,3,3,133.96691226648272,2.0978247705504747,2.0,0.0,30-35
1159,1172,39,0,Travel_Rarely,Research & Development,2.485484,4,Life Sciences,Male,1,Sales Executive,Single,186731.03684088,7.0,14,1,18.0,1,7,1,7,7.502860330209723,8.884166666666667,1868.2122222222224,1.9895523535908333,16,1.0,4.0,3.0,3,3,99.95172637226676,1.5993900288511131,1.5,0.3888888888888889,36-41
1160,1173,38,0,Travel_Rarely,Sales,12.42742,4,Medical,Female,2,Research Director,Married,28270.20398076,3.0,11,1,20.0,3,18,1,11,7.39043953592139,8.813611111111111,1840.2194444444444,2.146517515458611,19,2.0,3.0,3.0,2,3,15.36240912251347,2.4355790900542,3.0,0.075,36-41
1161,1174,32,0,Travel_Rarely,Research & Development,11.184678,3,Life Sciences,Male,2,Manager,Married,88851.20294988,1.0,12,2,14.0,3,14,5,7,7.454241410084722,8.578611111111112,1856.1061111111112,1.8430674270086111,14,3.0,4.0,3.0,3,3,47.8696785803326,4.829465269436563,1.1666666666666667,0.0238095238095238,30-35
1162,1175,37,0,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,Female,4,Sales Executive,Married,75642.65027676,1.0,17,1,16.0,3,16,6,8,9.084291610887778,10.376111111111111,2261.988611111112,1.6847255787052775,8,3.0,4.0,3.0,3,3,33.44077415120298,3.962884674117351,1.1428571428571428,0.0208333333333333,36-41
1163,1176,25,0,Travel_Rarely,Research & Development,1.242742,4,Medical,Female,2,Manufacturing Director,Divorced,38803.6067454,0.0,21,0,6.0,2,5,0,4,7.779502454261389,8.787222222222223,1937.0961111111112,1.2609470327736112,6,1.0,3.0,2.0,3,4,20.03184381137516,0.7712575496024647,4.0,0.0,24-29
1164,1177,52,0,Non-Travel,Research & Development,1.242742,4,Other,Male,1,Manager,Divorced,64287.19623816,2.0,16,1,16.0,3,9,0,0,6.668002008031944,7.654444444444445,1660.3325,1.0019482252219445,5,1.0,4.0,2.0,3,3,38.719471092784126,1.1997596866892957,5.0,0.125,48-53
1165,1178,44,0,Travel_Rarely,Research & Development,4.970968,1,Life Sciences,Female,1,Sales Representative,Single,36365.3190684,6.0,15,0,6.0,2,4,1,2,10.067626059794724,11.58611111111111,2506.838888888889,2.7482624903041666,17,2.0,4.0,3.0,3,3,14.506444442673486,2.383878767194632,1.5,0.5,42-47
1166,1179,21,0,Travel_Rarely,Sales,6.21371,5,Medical,Male,3,Research Scientist,Single,93170.45540628,1.0,19,3,2.0,0,2,1,2,7.831948906738056,9.02527777777778,1950.1552777777777,1.6347630857650002,10,3.0,1.0,3.0,3,3,47.77591634264565,1.1491392636968092,3.0,0.1666666666666666,18-23
1167,1180,39,0,Non-Travel,Research & Development,1.864113,4,Life Sciences,Female,2,Research Director,Single,65819.83420656,2.0,12,1,21.0,4,6,1,3,6.179670905845556,7.110555555555556,1538.7380555555555,0.9359998181447224,5,4.0,4.0,2.0,4,3,42.77520398544768,5.178269278017724,3.5,0.0238095238095238,36-41
1168,1181,23,1,Travel_Frequently,Research & Development,1.242742,4,Life Sciences,Female,2,Manufacturing Director,Married,86092.45460676,1.0,11,0,1.0,3,1,1,0,7.348496207050278,8.88027777777778,1829.775555555556,2.254099705011945,21,4.0,1.0,2.0,3,3,47.05082781621304,1.088658111073754,2.5,0.25,18-23
1169,1182,36,0,Travel_Rarely,Research & Development,14.912904,3,Life Sciences,Female,2,Laboratory Technician,Married,85270.4033328,0.0,19,0,10.0,2,9,3,4,7.604719991075279,8.545555555555557,1893.5752777777773,1.2337959209475,6,1.0,4.0,3.0,3,3,45.031430402318016,1.577967369486703,1.0,0.0,36-41
1170,1183,36,0,Travel_Frequently,Research & Development,9.941936,1,Medical,Male,2,Sales Executive,Divorced,147634.83557424002,7.0,15,0,18.0,3,4,0,2,7.434586122266667,8.488611111111112,1851.2119444444445,1.771735387845278,13,4.0,2.0,3.0,2,3,79.7503689500803,3.228155489129346,5.0,0.0972222222222222,36-41
1171,1184,56,0,Non-Travel,Research & Development,4.970968,1,Life Sciences,Male,1,Sales Executive,Divorced,76172.10702948,1.0,20,0,13.0,6,13,1,9,6.116209281570556,7.584166666666666,1522.9361111111111,1.739757921873889,18,3.0,3.0,2.0,2,4,50.0166136148062,2.9429993597893787,3.5,0.0256410256410256,54-59
1172,1185,29,1,Travel_Rarely,Research & Development,5.592339,4,Medical,Male,2,Sales Representative,Married,41743.48503024,9.0,25,0,4.0,4,2,2,2,10.816014056224724,11.673055555555557,2693.1875,1.0257896879155557,2,1.0,4.0,4.0,3,4,15.499657944439443,1.479288018379732,2.0,2.25,24-29
1173,1186,42,0,Travel_Rarely,Research & Development,10.563307,1,Life Sciences,Male,3,Research Scientist,Married,139302.85825512,5.0,24,2,24.0,3,22,4,14,7.250295626952223,8.185555555555556,1805.3236111111112,1.0825436441161111,5,1.0,3.0,2.0,2,4,77.16226464760196,0.8275524625086488,1.6,0.2083333333333333,42-47
1174,1187,56,1,Travel_Rarely,Sales,6.21371,4,Other,Male,2,Sales Executive,Married,56819.06941032,8.0,24,1,14.0,3,10,9,8,6.327618250780834,7.628611111111111,1575.5769444444445,1.794417611493889,18,4.0,3.0,1.0,3,4,36.06238946988061,1.89644816175805,0.6,0.1428571428571428,54-59
1175,1188,41,0,Travel_Rarely,Research & Development,8.077823,4,Life Sciences,Female,1,Healthcare Representative,Married,152149.1510448,0.0,15,1,21.0,3,20,0,10,7.361492637215279,8.768333333333334,1833.0116666666668,1.8247165649275,14,1.0,2.0,3.0,4,3,83.00500963067157,0.815052095504057,5.0,0.0,36-41
1176,1189,34,0,Travel_Rarely,Sales,0.621371,3,Medical,Female,1,Laboratory Technician,Married,86830.90744608,1.0,13,1,8.0,3,8,1,7,6.820216421240278,8.106388888888889,1698.233888888889,1.9843484402552776,19,4.0,3.0,3.0,3,3,51.13012289661187,5.278424873422607,2.5,0.03125,30-35
1177,1190,36,0,Non-Travel,Sales,0.621371,1,Medical,Female,1,Human Resources,Divorced,184571.41061268,1.0,14,0,15.0,3,15,11,11,7.058837572512222,8.393611111111111,1757.6505555555557,2.1068132802997224,20,4.0,4.0,2.0,3,3,105.0102991344266,4.533324314560093,0.3333333333333333,0.0166666666666666,36-41
1178,1191,41,0,Travel_Rarely,Research & Development,0.621371,5,Medical,Male,1,Healthcare Representative,Divorced,56860.86862764,2.0,13,0,14.0,3,5,0,4,6.835493083444723,8.042222222222222,1702.0377777777778,1.3563027818669444,9,3.0,2.0,3.0,3,3,33.40752442162532,2.6333140536116177,4.0,0.0476190476190476,36-41
1179,1192,32,0,Travel_Rarely,Sales,5.592339,4,Life Sciences,Female,2,Research Scientist,Single,80379.89490636,1.0,11,0,4.0,3,4,1,2,6.3471485943775,7.551388888888889,1580.44,1.5792652825502778,14,4.0,1.0,3.0,3,3,50.85918788841082,1.890612740755742,2.5,0.0625,30-35
1180,1193,35,0,Travel_Rarely,Research & Development,9.941936,3,Medical,Female,2,Healthcare Representative,Single,33355.77542136,1.0,16,1,9.0,3,9,1,7,9.914504685408057,11.256944444444445,2468.7116666666666,2.4412695271794447,14,3.0,4.0,3.0,3,3,13.51140996809807,3.631043722535528,3.0,0.037037037037037,30-35
1181,1194,38,0,Travel_Rarely,Research & Development,14.291533,3,Medical,Male,3,Sales Representative,Married,54394.71480576,1.0,22,0,10.0,3,10,1,9,6.6840885765283335,7.887777777777778,1664.3380555555557,1.260504622403889,8,1.0,4.0,3.0,2,4,32.68249177154281,1.7953083449759897,3.0,0.1,36-41
1182,1195,50,1,Travel_Frequently,Sales,2.485484,2,Life Sciences,Female,2,Laboratory Technician,Divorced,234061.68391956,7.0,14,1,12.0,2,6,0,1,6.774624051762501,8.191666666666668,1686.881388888889,1.7429711698019446,15,2.0,3.0,3.0,2,3,138.7540851782894,2.6569740051209307,5.0,0.2916666666666667,48-53
1183,1196,36,0,Travel_Rarely,Research & Development,13.670162,4,Life Sciences,Male,1,Healthcare Representative,Married,41102.563698,4.0,14,0,8.0,1,6,0,0,5.899135430611112,7.02,1468.8847222222223,1.5232993503847223,15,2.0,3.0,2.0,2,3,27.9821575350157,2.384698591352481,2.0,0.25,36-41
1184,1197,45,0,Travel_Rarely,Sales,14.912904,3,Life Sciences,Male,1,Laboratory Technician,Single,50563.11988476,8.0,16,1,8.0,2,5,0,1,5.588499553770555,6.9238888888888885,1391.536388888889,1.6781615262536114,20,4.0,3.0,3.0,4,3,36.33618228635295,6.44180063962085,4.0,0.25,42-47
1185,1198,40,0,Travel_Rarely,Sales,6.21371,4,Life Sciences,Male,1,Research Scientist,Single,130441.42418328,2.0,11,1,8.0,6,2,2,2,5.887591477019168,6.979166666666667,1466.0102777777777,1.4136784783286112,13,3.0,3.0,3.0,3,3,88.97715531776969,2.384698591352481,2.6666666666666665,0.0833333333333333,36-41
1186,1199,35,0,Travel_Frequently,Sales,4.349597,2,Life Sciences,Male,2,Manufacturing Director,Married,44989.89090876,1.0,25,0,10.0,2,10,0,2,7.889064033913334,9.30861111111111,1964.3769444444445,2.094662627352778,16,3.0,3.0,4.0,2,4,22.9028807510688,4.563278970134353,4.0,0.0333333333333333,30-35
1187,1200,40,0,Travel_Rarely,Research & Development,10.563307,4,Life Sciences,Male,1,Manager,Married,49852.53319032,2.0,14,1,20.0,2,5,0,2,7.063395805443889,8.239444444444445,1758.7855555555554,1.7544182540969444,14,3.0,3.0,3.0,3,3,28.344861619342137,3.8225240017259976,4.0,0.0333333333333333,36-41
