EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
510,37,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Male,1,Laboratory Technician,Single,19817.47336716,3.0,Y,23,8,0,8.0,6,4,0,1,6.709049531459167,8.194722222222223,1670.5533333333333,1.9539484150566666,19,4.0,2.0,2.0,3,4
511,40,No,Travel_Rarely,Human Resources,1.242742,3,Medical,1,Male,5,Sales Executive,Married,2850.47440335,1.0,Y,15,8,1,8.0,2,7,7,5,5.552637215528612,6.919444444444444,1382.6066666666666,1.7990766758336112,23,3.0,1.0,2.0,3,3
512,26,No,Travel_Frequently,Research & Development,1.8641130000000001,3,Medical,1,Male,2,Laboratory Technician,Divorced,16213.45196268,1.0,Y,11,8,2,5.0,1,5,1,3,7.584955377063611,8.50527777777778,1888.6538888888888,1.0183450753158334,4,1.0,3.0,3.0,2,3
513,46,No,Travel_Rarely,Research & Development,1.242742,1,Medical,1,Female,3,Research Scientist,Divorced,5736.942577169999,9.0,Y,13,8,2,23.0,2,2,2,2,6.950522088353334,8.133333333333335,1730.68,1.789601256510278,15,4.0,4.0,3.0,2,3
514,54,No,Travel_Rarely,Research & Development,3.106855,3,Medical,1,Female,2,Manufacturing Director,Married,2877.17945886,6.0,Y,11,8,0,13.0,0,9,7,0,7.20689759036139,8.399444444444445,1794.5175,1.6522307501219446,12,3.0,3.0,3.0,3,3
515,56,No,Travel_Frequently,Research & Development,0.621371,2,Life Sciences,1,Female,2,Manufacturing Director,Married,6070.175226359999,2.0,Y,11,8,0,18.0,4,5,0,3,6.468415885765278,7.616388888888889,1610.6355555555556,1.7185846810547223,16,1.0,3.0,3.0,3,3
516,36,No,Travel_Rarely,Research & Development,2.485484,2,Life Sciences,1,Female,2,Human Resources,Single,5199.35819886,0.0,Y,18,8,1,15.0,3,14,7,8,6.156912092815556,7.411111111111111,1533.0711111111111,1.6964373729411113,17,4.0,4.0,2.0,3,3
517,55,No,Non-Travel,Research & Development,1.242742,3,Medical,1,Female,2,Manager,Single,8762.74147539,7.0,Y,16,8,0,31.0,2,9,6,2,5.568410307898056,6.809444444444445,1386.5341666666666,1.7603723504950002,22,3.0,1.0,4.0,2,3
518,43,No,Travel_Rarely,Sales,15.534275000000001,2,Life Sciences,1,Male,3,Research Scientist,Divorced,5869.306765349999,5.0,Y,22,8,0,18.0,2,1,0,0,7.670443998215,8.554722222222223,1909.9405555555556,1.4260128415977777,8,3.0,4.0,3.0,2,4
519,20,Yes,Travel_Frequently,Sales,4.970968,3,Marketing,1,Male,3,Sales Executive,Single,4022.01357768,1.0,Y,20,8,0,2.0,3,2,0,2,8.892337126282778,9.863611111111112,2214.1919444444447,1.4275612907758333,6,4.0,4.0,3.0,2,4
520,21,Yes,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,1,Manager,Single,6705.29111175,1.0,Y,18,8,0,1.0,2,1,1,0,6.0898895582327786,7.232777777777778,1516.3825,1.8234139707080557,20,3.0,1.0,2.0,3,3
521,46,No,Travel_Rarely,Sales,7.4564520000000005,3,Marketing,1,Female,3,Healthcare Representative,Divorced,10383.62223591,8.0,Y,12,8,1,19.0,6,16,1,7,10.54755131637639,11.959444444444445,2626.340277777778,2.182698669998611,10,4.0,1.0,3.0,3,3
522,51,Yes,Travel_Rarely,Sales,14.291533,3,Medical,1,Female,2,Research Scientist,Married,22376.51433864,9.0,Y,20,8,0,18.0,2,10,2,7,8.471864123159168,9.3475,2109.494166666667,1.4663576616175,7,1.0,3.0,4.0,3,4
523,28,Yes,Non-Travel,Research & Development,11.806049,4,Life Sciences,1,Female,4,Laboratory Technician,Single,6081.78612006,1.0,Y,17,8,1,10.0,4,10,1,9,6.943152610441667,8.172777777777778,1728.845,1.845936565203611,16,2.0,1.0,2.0,2,3
524,26,No,Travel_Rarely,Research & Development,3.106855,4,Medical,1,Female,2,Sales Executive,Married,5436.220430339999,1.0,Y,11,8,1,6.0,3,5,1,3,6.973992637215279,8.304722222222223,1736.5241666666666,1.973463573495278,18,1.0,1.0,3.0,1,3
525,30,No,Travel_Rarely,Research & Development,4.970968,3,Medical,1,Female,1,Sales Executive,Married,21247.935471,0.0,Y,14,8,0,7.0,6,6,0,2,6.100640339134167,7.0744444444444445,1519.0594444444444,1.0065677142261111,6,3.0,1.0,2.0,3,3
526,41,No,Travel_Rarely,Sales,0.621371,4,Life Sciences,1,Female,1,Research Director,Married,6103.84681809,1.0,Y,14,8,0,10.0,2,10,0,8,7.498790718429167,8.894166666666667,1867.1988888888889,1.721312576905,12,2.0,3.0,3.0,4,3
527,38,No,Travel_Rarely,Research & Development,3.106855,3,Technical Degree,1,Male,1,Sales Executive,Married,7371.7564101299995,0.0,Y,11,8,0,20.0,3,19,1,9,6.7370515394911115,8.43527777777778,1677.5258333333334,1.9612959016191667,19,3.0,3.0,2.0,3,3
528,40,No,Travel_Rarely,Sales,0.621371,4,Marketing,1,Male,1,Sales Executive,Married,5653.34414253,4.0,Y,12,8,0,14.0,2,11,11,1,7.573883311021667,8.696666666666667,1885.8969444444444,1.6580135352494447,11,1.0,4.0,3.0,3,3
529,27,No,Non-Travel,Sales,6.835081,3,Technical Degree,1,Female,2,Laboratory Technician,Married,11593.477359449998,1.0,Y,14,8,1,3.0,3,3,1,2,7.814656403391112,8.761944444444445,1945.8494444444445,1.2636146824602776,6,1.0,3.0,3.0,2,3
530,55,No,Travel_Frequently,Research & Development,14.291533,5,Life Sciences,1,Male,3,Laboratory Technician,Married,4292.54740089,3.0,Y,13,8,1,23.0,1,3,1,2,6.247105087014723,7.543611111111111,1555.5291666666667,1.7726412846033335,18,4.0,2.0,3.0,3,3
531,28,No,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Male,2,Healthcare Representative,Single,8658.24343209,3.0,Y,11,8,2,10.0,1,8,1,7,6.453415885765278,7.508611111111111,1606.9005555555555,1.057427582695278,6,3.0,3.0,4.0,4,3
532,44,Yes,Travel_Rarely,Research & Development,11.184678,4,Life Sciences,1,Female,2,Sales Executive,Married,2460.3483750299997,9.0,Y,15,8,0,24.0,3,20,3,6,5.991240517625834,7.381666666666667,1491.818888888889,1.1402262773230556,8,2.0,1.0,3.0,3,3
533,33,No,Travel_Rarely,Sales,14.291533,4,Marketing,1,Female,4,Sales Executive,Divorced,4624.6189607100005,4.0,Y,12,8,0,9.0,3,3,1,2,6.00027331548389,7.201388888888889,1494.0680555555555,1.599279149458889,16,4.0,4.0,3.0,3,3
534,35,Yes,Travel_Rarely,Sales,4.349597,4,Life Sciences,1,Male,3,Sales Representative,Single,7103.54476566,0.0,Y,21,8,1,9.0,3,8,4,7,9.221286256135556,10.624444444444444,2296.100277777778,2.3579924922622224,15,4.0,1.0,3.0,2,4
535,33,Yes,Travel_Frequently,Research & Development,0.621371,2,Life Sciences,1,Female,1,Sales Executive,Single,7215.009345179999,1.0,Y,19,8,2,14.0,3,13,3,8,7.1690618027663895,8.888333333333334,1785.096388888889,2.1419568545669447,20,1.0,3.0,3.0,3,3
536,28,No,Travel_Rarely,Human Resources,0.621371,1,Human Resources,1,Male,2,Research Scientist,Divorced,7369.43423139,1.0,Y,15,8,1,4.0,2,4,2,2,6.584944221329723,7.506388888888889,1639.651111111111,0.7872267317347224,3,1.0,3.0,2.0,3,3
537,34,No,Travel_Frequently,Sales,18.019759,4,Marketing,1,Male,1,Research Scientist,Single,13364.1386487,0.0,Y,14,8,1,7.0,5,6,0,4,6.285266622043611,7.450555555555556,1565.0313888888888,1.6146677645475,15,1.0,4.0,2.0,3,3
538,37,No,Travel_Rarely,Research & Development,4.349597,4,Life Sciences,1,Male,4,Sales Executive,Divorced,8293.66136991,2.0,Y,21,8,0,8.0,6,1,0,0,10.412440874609446,11.463333333333333,2592.697777777778,1.3690012659819444,4,4.0,4.0,3.0,2,4
539,25,Yes,Travel_Rarely,Human Resources,15.534275000000001,4,Human Resources,1,Female,2,Research Scientist,Married,9599.88691116,1.0,Y,12,8,0,7.0,3,7,5,6,10.505999553770556,11.659166666666666,2615.9938888888887,2.058623455125278,9,4.0,4.0,4.0,2,3
540,26,Yes,Travel_Rarely,Sales,4.970968,2,Marketing,1,Male,2,Sales Executive,Divorced,9399.01845015,1.0,Y,15,8,0,1.0,3,1,0,0,7.3087550200802776,8.743611111111113,1819.88,1.941467699386111,16,1.0,3.0,2.0,4,3
541,33,Yes,Travel_Rarely,Research & Development,4.970968,2,Life Sciences,1,Male,4,Manufacturing Director,Single,3371.80353048,4.0,Y,13,8,0,5.0,2,2,2,2,9.596241633199444,11.001388888888888,2389.4641666666666,2.4516156776219447,15,1.0,2.0,3.0,3,3
542,42,No,Travel_Rarely,Research & Development,6.835081,1,Life Sciences,1,Male,4,Research Scientist,Married,7003.6910798399995,0.0,Y,14,8,0,23.0,2,22,13,7,6.645373717090555,7.453055555555555,1654.6980555555556,0.9923853646066667,5,4.0,1.0,3.0,2,3
543,28,Yes,Travel_Frequently,Research & Development,4.349597,3,Life Sciences,1,Male,2,Manager,Divorced,3455.40196512,1.0,Y,14,8,0,1.0,3,1,0,0,5.942891566265,7.194444444444445,1479.78,1.484176712501389,14,1.0,2.0,3.0,3,3
544,50,Yes,Travel_Frequently,Research & Development,0.621371,4,Medical,1,Male,2,Research Scientist,Single,18568.14120504,3.0,Y,14,8,0,5.0,3,0,0,0,10.337145247657222,11.246666666666666,2573.9491666666668,1.186685466506389,3,4.0,3.0,3.0,3,3
545,33,No,Travel_Frequently,Sales,5.592339,3,Medical,1,Female,2,Research Scientist,Married,5397.90448113,0.0,Y,12,8,0,4.0,2,3,0,2,7.847468763944445,8.91138888888889,1954.0197222222223,1.2656206713041669,6,4.0,2.0,3.0,2,3
546,34,No,Non-Travel,Sales,0.621371,1,Marketing,1,Female,2,Research Director,Married,3130.29694152,3.0,Y,23,8,0,6.0,3,0,0,0,6.548427041499168,7.927777777777778,1630.5583333333334,1.961233829025278,20,3.0,4.0,3.0,3,4
547,48,No,Non-Travel,Sales,1.242742,1,Life Sciences,1,Male,2,Sales Executive,Single,2751.7818068999995,2.0,Y,11,8,0,27.0,3,5,2,1,5.686749219098611,7.041666666666667,1416.0005555555556,1.7488454937566666,21,1.0,4.0,2.0,3,3
548,45,No,Non-Travel,Research & Development,0.621371,3,Medical,1,Female,2,Human Resources,Married,14518.26148248,1.0,Y,12,8,1,15.0,2,15,4,12,5.604908522980556,6.8925,1395.6222222222223,1.5491826362916667,17,2.0,3.0,3.0,3,3
549,52,No,Travel_Rarely,Sales,0.621371,3,Life Sciences,1,Male,1,Sales Executive,Single,6936.34789638,7.0,Y,18,8,1,18.0,6,8,4,0,7.757917224453334,8.754444444444445,1931.721388888889,1.3545973796058335,7,2.0,2.0,3.0,3,3
550,38,No,Travel_Rarely,Research & Development,3.7282260000000003,2,Medical,1,Male,1,Research Scientist,Divorced,5498.9192563199995,0.0,Y,11,8,1,9.0,3,8,2,7,10.611902052655001,11.623055555555556,2642.363611111111,1.0027633123355557,2,3.0,3.0,3.0,2,3
551,29,No,Travel_Rarely,Research & Development,4.970968,3,Medical,1,Female,4,Research Scientist,Divorced,6149.12930352,4.0,Y,14,8,0,11.0,3,7,1,7,5.841193663543056,7.288888888888889,1454.4572222222223,1.7080294503455555,19,3.0,4.0,3.0,4,3
552,28,No,Travel_Rarely,Human Resources,0.621371,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,7873.34701797,0.0,Y,15,8,1,10.0,2,9,1,7,6.564164435519723,7.675277777777778,1634.4769444444444,1.5054412080113888,12,4.0,2.0,2.0,3,3
553,46,No,Travel_Rarely,Research & Development,3.7282260000000003,4,Medical,1,Male,3,Sales Executive,Married,2524.20829038,3.0,Y,11,8,1,23.0,3,12,4,9,6.116401160196111,7.062222222222222,1522.983888888889,1.3476155672908334,11,1.0,3.0,3.0,3,3
554,38,No,Travel_Rarely,Research & Development,4.349597,4,Medical,1,Male,1,Sales Executive,Single,7724.72757861,7.0,Y,20,8,1,10.0,2,1,0,0,6.885291164658612,8.384166666666667,1714.4375,1.8933750037336112,17,4.0,2.0,3.0,3,4
555,43,No,Travel_Frequently,Research & Development,3.106855,3,Medical,1,Female,2,Laboratory Technician,Married,11261.40579963,8.0,Y,19,8,1,18.0,3,8,0,1,6.97692547969639,7.896944444444444,1737.2544444444445,1.0446776423344446,5,3.0,1.0,3.0,3,3
556,39,Yes,Travel_Frequently,Sales,0.621371,3,Marketing,1,Male,2,Healthcare Representative,Divorced,7843.158694349999,7.0,Y,14,8,1,21.0,2,18,11,5,6.737147478803889,7.857222222222222,1677.5497222222223,1.7890738453366668,16,1.0,4.0,3.0,3,3
557,40,No,Travel_Rarely,Research & Development,0.621371,1,Life Sciences,1,Male,1,Healthcare Representative,Single,2569.49077581,1.0,Y,17,8,0,21.0,4,20,4,9,5.839499107541111,6.903333333333333,1454.0352777777778,0.9686291081152778,6,3.0,3.0,4.0,3,3
558,21,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Female,1,Research Scientist,Single,3030.4432557,1.0,Y,11,8,1,2.0,3,2,2,2,9.969543730477223,11.363055555555556,2482.416388888889,2.3615020208755553,13,4.0,2.0,4.0,2,3
559,39,No,Non-Travel,Research & Development,3.7282260000000003,3,Life Sciences,1,Male,1,Laboratory Technician,Single,3310.26579387,9.0,Y,15,8,0,9.0,2,5,0,3,5.796996876394445,7.012222222222222,1443.4522222222222,1.5506664728097221,16,3.0,2.0,2.0,3,3
560,36,No,Non-Travel,Research & Development,0.621371,3,Medical,1,Male,3,Sales Representative,Single,4008.0805052399996,2.0,Y,13,8,3,18.0,4,11,0,9,6.646674475680278,7.954444444444444,1655.0219444444444,1.9344458619683333,19,1.0,4.0,3.0,4,3
561,31,No,Travel_Frequently,Research & Development,4.349597,3,Life Sciences,1,Male,1,Sales Executive,Married,6105.00790746,0.0,Y,14,8,3,3.0,5,2,2,2,6.049107541276111,7.322777777777778,1506.2277777777779,1.8594489723894445,21,3.0,4.0,3.0,3,3
562,28,No,Travel_Rarely,Sales,1.242742,4,Marketing,1,Male,1,Sales Executive,Married,10861.991056349998,0.0,Y,11,8,0,6.0,4,5,0,4,6.852800089245833,8.330277777777779,1706.3472222222222,2.10384717345,21,1.0,2.0,1.0,3,3
563,35,No,Travel_Frequently,Research & Development,5.592339,2,Other,1,Female,1,Manufacturing Director,Divorced,12186.79402752,1.0,Y,13,8,1,5.0,2,5,0,2,6.066555109326111,7.638888888888889,1510.5722222222223,1.821390369890278,20,4.0,4.0,3.0,3,3
564,49,No,Travel_Rarely,Sales,1.242742,2,Medical,1,Female,1,Sales Executive,Married,7407.7501806,6.0,Y,23,8,1,22.0,1,9,2,3,6.624929718875278,7.965833333333333,1649.6075,1.9295342579658334,19,4.0,2.0,3.0,2,4
565,34,No,Travel_Frequently,Sales,5.592339,1,Technical Degree,1,Male,2,Sales Executive,Single,3085.01445609,2.0,Y,13,8,1,5.0,3,3,0,2,7.413676929941945,8.876944444444446,1846.0055555555555,2.1554439296566668,19,4.0,3.0,2.0,2,3
566,29,No,Travel_Frequently,Research & Development,0.621371,4,Medical,1,Male,3,Research Scientist,Divorced,3153.51872892,0.0,Y,18,8,0,8.0,2,7,1,1,6.61747099509139,7.850555555555555,1647.7502777777777,1.8182941101494445,17,4.0,2.0,2.0,1,3
567,42,No,Travel_Rarely,Sales,13.048791,2,Life Sciences,1,Female,1,Healthcare Representative,Single,2555.55770337,4.0,Y,12,8,1,16.0,3,1,0,0,7.115422802320278,8.061111111111112,1771.7402777777777,0.8490043745216667,3,2.0,4.0,3.0,4,3
568,29,No,Travel_Rarely,Sales,2.485484,2,Other,1,Female,2,Healthcare Representative,Married,7593.5244798,1.0,Y,22,8,0,10.0,2,10,1,2,10.723481704596113,11.803611111111111,2670.1469444444447,1.4085504348694444,4,2.0,4.0,2.0,1,4
569,38,No,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Female,1,Human Resources,Married,4430.71703592,1.0,Y,13,8,2,7.0,2,7,5,0,5.920894689870556,7.289166666666667,1474.3027777777777,1.9130470253661114,23,3.0,3.0,4.0,2,3
570,28,No,Travel_Frequently,Sales,3.7282260000000003,4,Life Sciences,1,Male,1,Manager,Divorced,6099.20246061,1.0,Y,15,8,0,3.0,2,3,0,2,10.126904283801666,11.385833333333334,2521.599166666667,2.3983995110133334,13,3.0,3.0,3.0,3,3
571,18,Yes,Non-Travel,Research & Development,1.242742,4,Medical,1,Male,3,Laboratory Technician,Single,12731.34494205,1.0,Y,18,8,0,0.0,5,0,0,0,6.572102855867778,7.719444444444444,1636.453611111111,1.6911985026872223,15,3.0,3.0,3.0,4,3
572,33,Yes,Travel_Rarely,Research & Development,1.8641130000000001,2,Life Sciences,1,Male,1,Sales Executive,Single,5731.13713032,0.0,Y,14,8,0,6.0,2,5,0,3,8.442636099955278,9.712777777777777,2102.216388888889,2.1601514041736114,15,1.0,1.0,3.0,2,3
573,41,No,Travel_Rarely,Research & Development,2.485484,2,Medical,1,Male,2,Research Scientist,Married,2952.65026791,3.0,Y,12,8,0,6.0,3,1,0,0,7.765364792503334,8.901111111111112,1933.5758333333333,1.6986727607861112,11,2.0,4.0,3.0,3,3
574,31,Yes,Travel_Frequently,Sales,6.21371,3,Technical Degree,1,Female,1,Research Director,Married,6158.41801848,1.0,Y,17,8,0,2.0,3,2,2,2,6.614176706827222,8.033611111111112,1646.93,1.8724173653219447,18,3.0,3.0,2.0,4,3
576,27,No,Travel_Rarely,Research & Development,3.7282260000000003,2,Medical,1,Female,1,Healthcare Representative,Married,4946.2407162,1.0,Y,11,8,2,4.0,2,4,2,2,6.938559794734445,8.153055555555557,1727.701388888889,1.844600257504167,16,4.0,3.0,3.0,3,3
577,34,No,Travel_Rarely,Sales,0.621371,1,Marketing,1,Female,2,Laboratory Technician,Married,2874.85728012,1.0,Y,19,8,0,6.0,2,6,1,3,6.546025211958889,7.820833333333334,1629.9602777777777,1.9077475953897223,19,2.0,3.0,2.0,3,3
578,35,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Life Sciences,1,Female,3,Laboratory Technician,Single,3601.69922574,1.0,Y,13,8,1,6.0,3,5,1,4,6.610898036590556,7.612777777777778,1646.1136111111111,1.1640264507558336,7,3.0,3.0,1.0,2,3
579,29,Yes,Travel_Rarely,Research & Development,3.7282260000000003,3,Life Sciences,1,Male,1,Sales Executive,Married,2605.48454628,1.0,Y,12,8,3,11.0,5,11,3,10,6.519868362338055,7.718333333333334,1623.4472222222223,1.3706829463341668,10,4.0,1.0,1.0,1,3
580,40,No,Travel_Frequently,Research & Development,1.242742,4,Medical,1,Male,4,Human Resources,Single,8819.63485452,9.0,Y,11,8,0,20.0,0,18,2,13,6.309892904953056,7.563055555555556,1571.1633333333334,1.626945418696667,15,2.0,3.0,2.0,1,3
581,42,Yes,Travel_Frequently,Sales,1.242742,4,Life Sciences,1,Male,1,Laboratory Technician,Single,2653.08921045,0.0,Y,16,8,0,22.0,3,21,13,14,7.438930165104723,8.936666666666667,1852.2936111111112,2.1039298648277778,18,3.0,1.0,2.0,1,3
582,42,No,Travel_Rarely,Research & Development,0.621371,2,Life Sciences,1,Male,4,Laboratory Technician,Single,3522.74514858,7.0,Y,21,8,1,9.0,3,6,1,5,7.138724899598334,8.45277777777778,1777.5425,2.0194679676783336,18,2.0,1.0,4.0,2,4
583,35,No,Travel_Rarely,Research & Development,3.106855,3,Medical,1,Male,1,Healthcare Representative,Married,6635.6257495499995,6.0,Y,24,8,2,10.0,0,8,1,7,6.440902498884167,8.25888888888889,1603.7847222222222,2.030247912802778,22,4.0,3.0,3.0,3,4
584,24,No,Travel_Rarely,Sales,4.349597,4,Life Sciences,1,Female,1,Laboratory Technician,Single,2990.96621712,8.0,Y,17,8,3,6.0,3,4,1,2,7.241318607764168,8.720833333333335,1803.0883333333334,2.2219745505644446,21,4.0,2.0,3.0,3,3
585,28,Yes,Travel_Rarely,Research & Development,9.320565,4,Life Sciences,1,Male,2,Sales Executive,Married,4873.09208589,1.0,Y,13,8,0,1.0,3,1,0,0,9.836432396251668,11.033888888888889,2449.2716666666665,2.137763440847778,11,3.0,4.0,2.0,1,3
586,26,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,2,Sales Representative,Married,16645.37720832,1.0,Y,21,8,1,8.0,3,8,0,7,7.340033467201945,8.425555555555556,1827.6683333333333,1.1910741372511113,6,1.0,4.0,3.0,3,4
587,30,No,Travel_Rarely,Research & Development,4.349597,2,Life Sciences,1,Female,1,Manufacturing Director,Married,4003.43614776,1.0,Y,11,8,0,10.0,3,10,1,4,7.442206604194444,8.452222222222224,1853.1094444444445,1.3917503052505558,8,3.0,,3.0,3,3
588,40,No,Travel_Frequently,Research & Development,16.155646,4,Life Sciences,1,Male,2,Research Scientist,Married,22532.10031422,3.0,Y,20,8,3,16.0,2,1,0,0,10.177815707273334,11.409722222222221,2534.2761111111113,1.8794750999369447,8,3.0,4.0,1.0,3,4
589,35,No,Travel_Rarely,Research & Development,11.184678,5,Medical,1,Female,2,Research Scientist,Divorced,7591.20230106,2.0,Y,16,8,1,15.0,3,7,6,4,6.565710620258612,7.6325,1634.8619444444444,1.5065971619108334,12,3.0,2.0,4.0,3,3
590,34,No,Travel_Frequently,Research & Development,3.7282260000000003,2,Life Sciences,1,Male,1,Research Director,Single,4999.65082722,0.0,Y,11,8,0,14.0,2,13,4,9,7.311961178045278,8.336388888888889,1820.6783333333333,1.1893416735708335,6,4.0,1.0,3.0,3,3
591,35,No,Travel_Frequently,Research & Development,1.8641130000000001,3,Medical,1,Female,2,Laboratory Technician,Married,2621.73979746,1.0,Y,11,8,1,2.0,2,2,2,2,7.697816822846667,8.682500000000001,1916.756388888889,1.5194691814541668,9,4.0,4.0,4.0,3,3
592,43,Yes,Travel_Rarely,Sales,3.106855,3,Marketing,1,Female,3,Research Scientist,Single,5250.44613114,8.0,Y,15,8,1,7.0,3,4,1,3,7.299009370816389,8.304722222222223,1817.4533333333334,1.2740144632458335,7,1.0,3.0,2.0,3,3
593,32,No,Non-Travel,Research & Development,6.835081,2,Other,1,Female,2,Research Scientist,Divorced,5209.80800319,1.0,Y,11,8,0,1.0,5,1,0,0,6.038636769299168,7.518055555555556,1503.6205555555555,1.8590366942194447,21,3.0,1.0,3.0,2,3
594,56,No,Travel_Rarely,Research & Development,1.8641130000000001,2,Other,1,Male,2,Healthcare Representative,Divorced,5165.686607129999,4.0,Y,15,8,0,28.0,3,5,4,2,5.701992414100833,6.9625,1419.796111111111,1.840870720866389,23,4.0,1.0,3.0,1,3
595,29,No,Travel_Rarely,Research & Development,16.155646,1,Life Sciences,1,Male,1,Laboratory Technician,Married,2575.29622266,1.0,Y,24,8,1,10.0,1,10,0,8,7.138586568496112,8.264722222222224,1777.5080555555555,1.5655282622208335,11,2.0,4.0,3.0,3,4
596,19,No,Travel_Rarely,Research & Development,14.291533,4,Life Sciences,1,Male,2,Laboratory Technician,Single,22289.432635889996,1.0,Y,12,8,0,1.0,2,1,0,0,6.9926639892902775,8.020833333333334,1741.1733333333334,1.4679370304666668,10,3.0,1.0,3.0,3,3
597,45,No,Travel_Rarely,Research & Development,13.670162,3,Life Sciences,1,Female,2,Sales Representative,Married,15340.31275644,4.0,Y,13,8,0,7.0,4,3,0,2,8.621035252119446,9.741111111111111,2146.637777777778,1.2761440222925002,5,1.0,3.0,2.0,3,3
598,37,No,Travel_Rarely,Research & Development,8.699194,4,Life Sciences,1,Male,3,Research Scientist,Married,7636.48478649,1.0,Y,13,8,0,14.0,1,14,3,11,6.611752565818612,7.696666666666666,1646.326388888889,1.0843312446180557,6,4.0,4.0,2.0,1,3
599,20,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Medical,1,Male,5,Research Director,Single,9743.861993039998,1.0,Y,17,8,0,2.0,5,2,1,2,6.295962739848056,7.439444444444445,1567.6947222222223,1.6182835737738892,15,1.0,3.0,2.0,3,3
600,44,Yes,Travel_Rarely,Human Resources,3.7282260000000003,2,Human Resources,1,Male,3,Sales Executive,Single,5292.24534846,1.0,Y,13,8,1,6.0,2,6,0,2,9.650491967871389,11.268888888888888,2402.9725,2.714871888231389,18,3.0,3.0,3.0,1,3
601,53,No,Travel_Rarely,Research & Development,3.7282260000000003,4,Life Sciences,1,Male,1,Research Director,Divorced,4680.35125047,3.0,Y,12,8,1,26.0,3,7,4,7,5.851734716644167,6.787222222222222,1457.0819444444444,0.9600053164455555,6,4.0,3.0,3.0,2,3
602,29,No,Travel_Rarely,Research & Development,14.291533,3,Medical,1,Male,1,Sales Executive,Married,9252.72118953,0.0,Y,14,8,0,6.0,3,5,1,3,8.465905845604444,9.63888888888889,2108.010555555556,1.9304497384383335,12,2.0,4.0,2.0,3,3
603,22,Yes,Travel_Frequently,Research & Development,13.670162,4,Medical,1,Male,1,Sales Representative,Married,3081.5311879799997,0.0,Y,24,8,0,1.0,5,0,0,0,9.402544622936112,10.63888888888889,2341.2336111111113,2.138114334105278,12,3.0,4.0,3.0,2,4
604,46,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,2,Research Scientist,Married,19221.83452035,8.0,Y,14,8,2,28.0,4,26,15,9,5.680271084337223,6.87,1414.3875,1.3649340814663888,13,3.0,1.0,3.0,3,3
605,44,No,Non-Travel,Research & Development,12.42742,3,Life Sciences,1,Male,1,Sales Representative,Single,5289.92316972,2.0,Y,13,8,0,6.0,4,0,0,0,5.749561579651667,7.230555555555555,1431.6408333333334,1.5868979015505555,17,4.0,3.0,3.0,3,3
606,33,No,Travel_Rarely,Research & Development,17.398388,4,Life Sciences,1,Female,1,Manager,Married,7072.19535267,1.0,Y,15,8,0,5.0,6,5,1,4,7.443621151271667,8.724722222222223,1853.4616666666666,1.699429879117778,12,2.0,3.0,3.0,1,3
607,41,Yes,Non-Travel,Research & Development,7.4564520000000005,3,Life Sciences,1,Male,2,Sales Representative,Divorced,22717.87461342,6.0,Y,16,8,0,5.0,2,1,0,0,6.9222054886211115,8.079444444444444,1723.6291666666666,1.3770298031572223,9,1.0,1.0,1.0,4,3
608,30,No,Travel_Rarely,Sales,12.42742,3,Marketing,1,Male,3,Sales Executive,Divorced,5584.839869699999,8.0,Y,18,8,0,8.0,3,4,0,3,7.042668451583889,8.370833333333334,1753.6244444444444,1.806413606205,15,3.0,1.0,3.0,2,3
609,40,No,Travel_Frequently,Sales,5.592339,3,Medical,1,Male,1,Manufacturing Director,Married,5251.60722051,5.0,Y,16,8,1,5.0,5,0,0,0,6.164328424810278,7.635277777777778,1534.9177777777777,1.9922373199066667,23,2.0,2.0,3.0,4,3
610,50,No,Travel_Frequently,Research & Development,15.534275000000001,4,Life Sciences,1,Female,2,Healthcare Representative,Married,3717.8081627399997,2.0,Y,24,8,1,32.0,2,2,2,2,6.938033244087223,7.9911111111111115,1727.5702777777778,1.4518226577794444,10,4.0,1.0,,3,4
611,28,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Technical Degree,1,Male,2,Research Scientist,Married,2729.72110887,1.0,Y,16,8,0,6.0,4,6,3,3,6.531721329763333,7.999444444444444,1626.3986111111112,2.105686084882222,23,4.0,1.0,3.0,3,3
